Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Lot_Size,Garage_Size,Neighborhood_Quality,House_Price
3620,4,1,1978,2.228191872759952,0,5,738643.2007694525
1466,4,3,1954,3.4982053766556733,2,1,343678.93524860224
3932,3,2,1970,4.94975989125124,2,5,865263.3836358162
1188,5,3,2020,1.5157747572760734,2,3,342365.20713846444
4743,4,2,2016,2.254548858309863,1,4,1037911.6519852468
4201,3,1,1996,2.660213197895385,0,8,876992.62965777
841,5,3,1984,1.1210696915902327,2,7,238047.5927999937
2224,4,3,2017,0.8646737470927555,0,5,518166.38138878136
4922,4,1,2018,4.23375289844731,2,2,1108236.8362913695
2292,1,3,1950,4.895574677724138,2,6,483905.9983899615
2259,1,2,2017,2.321262787233464,0,6,509733.85039647983
3712,5,2,1961,0.8944242628759398,0,10,747938.7115439639
1489,4,2,2009,0.7961529231075941,0,10,347769.0613211003
2762,2,2,1976,4.5109319286213445,1,6,619407.6279156839
2982,1,1,2005,2.5871641237745595,2,9,646118.3979191775
1451,5,3,1972,1.9401229245307636,1,8,338786.44407016825
1222,4,2,1974,2.644075720577298,0,8,291123.86737050366
3889,4,1,1970,1.932368426115563,2,1,796470.173239297
2579,2,3,2010,2.70066098888429,1,5,603812.5887922472
3217,5,3,2012,4.368003786130716,2,7,779867.2165969982
2832,4,1,2001,3.1653561697794306,1,6,656065.8419892447
3876,1,1,1974,3.6259419776457893,0,5,793323.8127937265
2000,2,2,2004,2.1410180430545145,1,8,448879.5107617519
785,5,3,1995,3.8232764532973342,2,3,262707.27893308154
3995,2,3,1981,3.4997768819571755,2,6,872258.3925462884
2565,1,1,2004,1.038028989884254,2,5,530476.1232749791
1268,5,3,1954,3.0768928390201307,2,8,321199.3469094537
3557,2,2,1985,1.655345733393911,0,4,730405.6620242158
4789,3,3,1998,4.118430513351168,1,8,1033816.8247013512
2661,1,1,2007,2.4167196881012276,0,10,564747.6546436538
3793,1,1,1988,4.976078743384193,0,2,804450.0990071343
1446,1,2,2010,0.916251970725337,0,9,316282.80679770344
3835,3,2,1958,4.011565382330714,2,9,806269.4033782159
4650,3,3,1955,3.531657800939704,2,10,988234.6180212417
1981,4,3,1984,3.9537447376581745,2,10,489595.41246134235
2401,2,1,1988,1.8838840797070535,1,6,504682.30124801846
3951,4,2,1971,2.714245202220803,2,4,851472.5994111879
4564,2,2,1990,4.0842883387566875,1,4,991703.3944221089
554,3,2,1954,1.5464359922938475,2,6,120795.5523667112
2323,3,3,1991,1.5171493855489344,2,5,511645.2377877411
3962,4,2,2016,2.979729289827196,0,6,868356.2431862867
3579,5,1,1979,2.856036107884351,0,7,765780.0440479134
1332,4,1,2006,1.7701811168581978,0,7,317780.5942863934
4908,2,3,2022,1.8413404273617024,1,9,1058290.6809403487
3306,4,3,1978,1.7503032344295448,1,8,708003.0797050629
2990,1,2,1986,3.9718042789931944,2,6,663456.3939054122
827,2,3,1962,3.4335538950310727,1,6,198773.47571275916
3810,2,1,1981,4.245877325346138,2,5,821117.7482116626
3800,5,2,1995,4.8896286274130984,1,1,888184.3038431654
4175,3,1,1972,2.633739333223939,1,9,869924.3421379088
3554,2,2,1994,0.8001224663245199,1,9,734201.4615779822
2643,3,3,1966,0.7164153968541594,0,9,530326.7865334606
1811,4,2,2015,1.8304926767222862,1,8,436325.0761836845
3691,1,2,1955,4.696450652086029,0,10,758140.6272517709
3038,5,1,1967,2.854458747368937,0,3,647006.812552705
4483,3,1,1971,1.7230393223605813,1,1,921002.2482228519
664,2,2,1982,2.296250575299588,2,8,170024.87591657112
4777,3,3,1979,3.1936779833210185,2,7,1009807.4390560029
1322,2,3,1981,3.43827346162029,2,5,345655.79485490214
1443,3,1,1991,1.1926377940230726,1,10,320689.21882179775
4925,2,3,1959,4.896642544453292,2,7,1034380.2041616677
1274,4,1,1985,2.95147502142255,0,10,304653.63604893
2698,2,3,1983,1.1105974300652568,2,4,571367.8252792631
3656,2,2,2022,4.521358640057602,1,9,856066.3005338378
4742,1,1,1977,0.8358729398574296,2,10,931856.9695152728
4195,2,1,1960,4.584809449298807,0,2,882532.5489330415
3952,1,2,1988,4.984545453300421,1,9,875163.0460692297
1414,5,1,1996,3.6519430962042674,2,9,372292.60339231836
1808,1,3,1968,3.967012494832954,1,5,402330.051233892
4677,4,3,1964,2.017862764103689,1,1,965304.8489878176
1013,1,1,1977,4.737095837302702,1,7,248621.82614873745
2420,5,3,1973,2.8837128474876543,2,10,560889.7929688855
4094,4,1,2021,3.795748009688997,1,10,933332.7201261587
1909,3,2,1958,4.658484721600757,2,4,453579.1055342158
3690,3,1,1996,4.888309891889787,0,9,814843.6877321303
4991,1,2,1982,4.249419604685034,2,6,1037268.0434280155
2055,1,3,2011,1.8635787814191351,0,3,460741.2339285246
1304,5,2,1968,4.849463824484371,2,6,357477.33266695193
1779,5,3,2016,3.326537890596073,1,10,480192.24523579155
4077,2,1,1989,4.687891143583819,2,6,886451.6346786668
3401,5,3,1996,3.5424726161645834,1,5,786584.6102391081
1887,2,1,2014,1.8825753283147422,0,2,439793.07800824364
3261,4,1,1978,2.165110358642672,2,10,701493.9970692651
3179,1,2,1999,2.977122996963232,1,10,683723.1607044176
2606,4,2,1962,4.055066787019469,0,2,572024.023634332
4723,5,2,1950,1.9309214810315072,0,7,964865.2986386953
3268,4,2,1983,3.1087902476038645,2,2,742599.2533323644
